accepted,case_id,conflicting_action_rank,correct_row_rank,decision_reason,expected_action,expected_row,family,frame_id,same_action_rank,top1_action,top1_distance,top1_row,top1_visible_fraction,top5_actions,top5_rows
False,video-final-benign-exact,9,1,minimum_visible_fraction,LEFT,tank=3|target=0|cooldown=0,exact_frames,sha256:57a9111f281258195b71fff71f580229d1f6a7852b44ed11068913924dfe9748,1,LEFT,0.0,tank=3|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=0|cooldown=0"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=0""]"
False,video-final-benign-exact,9,1,minimum_visible_fraction,LEFT,tank=2|target=0|cooldown=0,exact_frames,sha256:97a349e9473a360014d3d7fe81bd7b839291f51d6b69a9f264c7c08d5a59cd72,1,LEFT,0.0,tank=2|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=0|cooldown=0"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=0""]"
False,video-final-benign-exact,9,1,minimum_visible_fraction,LEFT,tank=1|target=0|cooldown=0,exact_frames,sha256:b4dc697448f639cc34041afbebaf1a7454f5fe70ca60f7367f4eb13d9b81daeb,1,LEFT,0.0,tank=1|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=1|target=0|cooldown=0"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=0""]"
False,video-final-benign-exact,2,1,minimum_visible_fraction,FIRE,tank=0|target=0|cooldown=0,exact_frames,sha256:384b461fc28358f81b9cc3b90ea60bf6590294bea9255ede240a15e2d65e8911,1,FIRE,0.0,tank=0|target=0|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=0|target=0|cooldown=0"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=0""]"
False,video-final-benign-exact,9,2,minimum_visible_fraction,RIGHT,tank=0|target=6|cooldown=1,exact_frames,sha256:2d6a4a7feacf0303f66ff9e5554ffb54f03ff4386e27661c39eb18281661f416,1,RIGHT,0.0,tank=0|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=0|target=6|cooldown=0"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,RIGHT,tank=1|target=6|cooldown=0,exact_frames,sha256:ac3f43dd524e2a31397e316056c38b79e1a8a45a8cba5356714383ee45b083e6,1,RIGHT,0.0,tank=1|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,RIGHT,tank=2|target=6|cooldown=0,exact_frames,sha256:f7ae089e62d9518fcefeec278d39eadbb98cadc4f91360f74440630f5dd9dafc,1,RIGHT,0.0,tank=2|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=6|cooldown=0"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,RIGHT,tank=3|target=6|cooldown=0,exact_frames,sha256:e401918d91dff03d7b0004eda540cd8c93978b55fc2d0f09dd1de4e1295faf41,1,RIGHT,0.0,tank=3|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,RIGHT,tank=4|target=6|cooldown=0,exact_frames,sha256:3e8037c140d06a6a06c79f2b44950bf89c4cbba61626565e103deff9c855fff1,1,RIGHT,0.0,tank=4|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]"
False,video-final-benign-exact,11,1,minimum_visible_fraction,RIGHT,tank=5|target=6|cooldown=0,exact_frames,sha256:086b40b2cebc1d88ef07c20bb469decafeefe7a4e4c219402691ee657137abda,1,RIGHT,0.0,tank=5|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=5|target=6|cooldown=0"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]"
False,video-final-benign-exact,2,1,minimum_visible_fraction,FIRE,tank=6|target=6|cooldown=0,exact_frames,sha256:e849cd4a4b35fd9c9114bc6e53c88f7587ba2f68e0ed0d49930d1b0ddd2631e1,1,FIRE,0.0,tank=6|target=6|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=0""]"
False,video-final-benign-exact,13,2,minimum_visible_fraction,LEFT,tank=6|target=1|cooldown=1,exact_frames,sha256:38051d93838161102870fd031f0c1ad83971d513b82e66f1b2fb20ed1014def0,1,LEFT,0.0,tank=6|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,LEFT,tank=5|target=1|cooldown=0,exact_frames,sha256:71eed88da007b9eb5474a47c31ddedb6e69f614ab1c049af9119f3fbd437f8bb,1,LEFT,0.0,tank=5|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,LEFT,tank=4|target=1|cooldown=0,exact_frames,sha256:7237718948fc5a014fd6cb724cfe3679f5481aaa2e1f3baf7e54b8c6c17a4c3f,1,LEFT,0.0,tank=4|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,LEFT,tank=3|target=1|cooldown=0,exact_frames,sha256:677bf2e939927178bc9ca1782d14999b73d6cb8f66fd3f344a8457346c20f7ff,1,LEFT,0.0,tank=3|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=1|cooldown=0"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=0""]"
False,video-final-benign-exact,9,1,minimum_visible_fraction,LEFT,tank=2|target=1|cooldown=0,exact_frames,sha256:36032e732c1d311a63ee3eb5456fde272acad7337ff24a0b9529c733feed6479,1,LEFT,0.0,tank=2|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=1|cooldown=0"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=0""]"
False,video-final-benign-exact,2,1,minimum_visible_fraction,FIRE,tank=1|target=1|cooldown=0,exact_frames,sha256:5f73fa9aa227f00e520f819ddee5bc0881216b2b25b634511dbdca31b5b2d417,1,FIRE,0.0,tank=1|target=1|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=1|target=1|cooldown=0"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=0""]"
False,video-final-benign-exact,13,2,minimum_visible_fraction,RIGHT,tank=1|target=5|cooldown=1,exact_frames,sha256:c5bd7265075430fca460b5aab5f95a0355fc4848ccc052db4ceb04f8dfb1b248,1,RIGHT,0.0,tank=1|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=5|cooldown=0"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,RIGHT,tank=2|target=5|cooldown=0,exact_frames,sha256:224ffe1bb07d1dac131f7fb90f89040300935afeb7983144dd6460a97c2f9b92,1,RIGHT,0.0,tank=2|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=5|cooldown=0"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=0""]"
False,video-final-benign-exact,13,1,minimum_visible_fraction,RIGHT,tank=3|target=5|cooldown=0,exact_frames,sha256:0433f62feb6ffa4689d7e87e4994d2f678d1cb441654feaf076bc2dc83b55d90,1,RIGHT,0.0,tank=3|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=0""]"
False,video-final-benign-exact,11,1,minimum_visible_fraction,RIGHT,tank=4|target=5|cooldown=0,exact_frames,sha256:847a2e302453ff8d353b64f63c2c95e2267cc132b8998d8429d9a47c6b26e5ed,1,RIGHT,0.0,tank=4|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]"
False,video-final-benign-exact,2,1,minimum_visible_fraction,FIRE,tank=5|target=5|cooldown=0,exact_frames,sha256:d1bac44f2fb1a51349a87c961c916a7f84bcc928528c1939e7d05a6dff874fec,1,FIRE,0.0,tank=5|target=5|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=5|target=5|cooldown=0"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]"
False,video-final-benign-shift,15,1,minimum_visible_fraction,LEFT,tank=3|target=0|cooldown=0,bounded_translation_photometric,sha256:6ca1c994d9c47377478862762d9c1749f1bee3b219fa5e3b5a0d8b85514bf36c,1,LEFT,0.0,tank=3|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=0|cooldown=0"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=0"", ""tank=3|target=0|cooldown=1""]"
False,video-final-benign-shift,11,1,minimum_visible_fraction,LEFT,tank=2|target=0|cooldown=0,bounded_translation_photometric,sha256:e0fb5f47cb9e414a3c5685c1ba6abf2b2585ab1980ca4449945caadaf128bf0c,1,LEFT,0.0,tank=2|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=0|cooldown=0"", ""tank=2|target=0|cooldown=0"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1""]"
False,video-final-benign-shift,12,1,minimum_visible_fraction,LEFT,tank=1|target=0|cooldown=0,bounded_translation_photometric,sha256:e44cada1af6a86b7a0a29624c7e4ffe1c6f2c680b7ab2b257e2416b61fa71bd9,1,LEFT,0.0,tank=1|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=1|target=0|cooldown=0"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=0"", ""tank=1|target=0|cooldown=1""]"
False,video-final-benign-shift,3,1,minimum_visible_fraction,FIRE,tank=0|target=0|cooldown=0,bounded_translation_photometric,sha256:ee5a84bf9616c170b01bc71f49c9b98855977077e0d22a327e357657d66e51e9,1,FIRE,0.0,tank=0|target=0|cooldown=0,0.5,"[""FIRE"", ""FIRE"", ""STAY"", ""STAY"", ""STAY""]","[""tank=0|target=0|cooldown=0"", ""tank=0|target=0|cooldown=0"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1""]"
False,video-final-benign-shift,12,2,minimum_visible_fraction,RIGHT,tank=0|target=6|cooldown=1,bounded_translation_photometric,sha256:c1a843f5c5b031687ffa3bcef33d3bf0003cd3f89816458e03c09b7fdfb9bcb2,1,RIGHT,0.0,tank=0|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=0|target=6|cooldown=0"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=0"", ""tank=0|target=6|cooldown=1""]"
False,video-final-benign-shift,21,1,minimum_visible_fraction,RIGHT,tank=1|target=6|cooldown=0,bounded_translation_photometric,sha256:9b008f6760167395b1b16b158a5b83bd9f1e864d19cd4241a054f53e71d03e95,1,RIGHT,0.0,tank=1|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1""]"
False,video-final-benign-shift,12,1,minimum_visible_fraction,RIGHT,tank=2|target=6|cooldown=0,bounded_translation_photometric,sha256:369ae03fa781c2f8d9442a19713cb235af01a737f7120b2bd6af27aa1ad0aa40,1,RIGHT,0.0,tank=2|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=6|cooldown=0"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=0"", ""tank=2|target=6|cooldown=1""]"
False,video-final-benign-shift,21,1,minimum_visible_fraction,RIGHT,tank=3|target=6|cooldown=0,bounded_translation_photometric,sha256:d7dec5db163d6dabc530f5c0af35c24cba61ef93582bc17c47f03da50a6f4735,1,RIGHT,0.0,tank=3|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1""]"
False,video-final-benign-shift,12,1,minimum_visible_fraction,RIGHT,tank=4|target=6|cooldown=0,bounded_translation_photometric,sha256:69567e8f893e448a25eed6968035abd071396458b2a5bb7448ef5cd9fefc45ab,1,RIGHT,0.0,tank=4|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1""]"
False,video-final-benign-shift,8,1,minimum_visible_fraction,RIGHT,tank=5|target=6|cooldown=0,bounded_translation_photometric,sha256:8101620c9a9af7c5d99be6cbcf430f9eaa97e912a89865052d5ec49010f5cf0c,1,RIGHT,0.0,tank=5|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=5|target=6|cooldown=0"", ""tank=5|target=6|cooldown=0"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1""]"
False,video-final-benign-shift,2,1,minimum_visible_fraction,FIRE,tank=6|target=6|cooldown=0,bounded_translation_photometric,sha256:31afcd58af4c99422122b906e96cd5d3d0c4cfd9e99b36702a6dbaaf25da4418,1,FIRE,0.0,tank=6|target=6|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""FIRE"", ""STAY""]","[""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1""]"
False,video-final-benign-shift,21,3,minimum_visible_fraction,LEFT,tank=6|target=1|cooldown=1,bounded_translation_photometric,sha256:d41408f84dc4f84f6cf12c9ff3d95ca715ee5bfd4d5feb7f60d0fd21082c1348,1,LEFT,0.0,tank=6|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1""]"
False,video-final-benign-shift,17,1,minimum_visible_fraction,LEFT,tank=5|target=1|cooldown=0,bounded_translation_photometric,sha256:564cfb7a7eb6aff7cfd5ad9378defb521b2a42f24ca2c4aa8fedd094b802174f,1,LEFT,0.0,tank=5|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1""]"
False,video-final-benign-shift,21,1,minimum_visible_fraction,LEFT,tank=4|target=1|cooldown=0,bounded_translation_photometric,sha256:b70f4e090dddf6f7648d4058ecf75c2e6402086caf49757d81b27d4de852264e,1,LEFT,0.0,tank=4|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1""]"
False,video-final-benign-shift,15,1,minimum_visible_fraction,LEFT,tank=3|target=1|cooldown=0,bounded_translation_photometric,sha256:751f03ea318aa110494534e9c5447e59e73e9371cd3c41653e628cf470ba3d97,1,LEFT,0.0,tank=3|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=1|cooldown=0"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=0"", ""tank=3|target=1|cooldown=1""]"
False,video-final-benign-shift,6,1,minimum_visible_fraction,LEFT,tank=2|target=1|cooldown=0,bounded_translation_photometric,sha256:ffba04c3e8da7fbdd8742dcc73231d2c73e2239e15e0b16df64775cd390f9d52,1,LEFT,0.0,tank=2|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=1|cooldown=0"", ""tank=2|target=1|cooldown=0"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1""]"
False,video-final-benign-shift,2,1,minimum_visible_fraction,FIRE,tank=1|target=1|cooldown=0,bounded_translation_photometric,sha256:d2941567a43470c6175d4b5f2dc415cbd26b024f916407b541eae24c6e2cc02a,1,FIRE,0.0,tank=1|target=1|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""FIRE"", ""STAY""]","[""tank=1|target=1|cooldown=0"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=0"", ""tank=1|target=1|cooldown=1""]"
False,video-final-benign-shift,21,3,minimum_visible_fraction,RIGHT,tank=1|target=5|cooldown=1,bounded_translation_photometric,sha256:6008e6f8c79395d2fd6f2fd69ec857755b9868690bf66e699d0a25bd33f56164,1,RIGHT,0.0,tank=1|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=5|cooldown=0"", ""tank=1|target=5|cooldown=0"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1""]"
False,video-final-benign-shift,15,1,minimum_visible_fraction,RIGHT,tank=2|target=5|cooldown=0,bounded_translation_photometric,sha256:564d1b561991adeb3eb242bb6601e732c46e94501bdd7e0f8d7590f95996e67b,1,RIGHT,0.0,tank=2|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=5|cooldown=0"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=0"", ""tank=2|target=5|cooldown=1""]"
False,video-final-benign-shift,21,1,minimum_visible_fraction,RIGHT,tank=3|target=5|cooldown=0,bounded_translation_photometric,sha256:75a92c627a917816667de23da68191fa196f6fd803f87d829bf7c5f4d4c3d278,1,RIGHT,0.0,tank=3|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1""]"
