architecture,candidate_set_outcome,candidate_set_rows,collision_group_actions,collision_group_rows,conflicting_action_separation,expected_action,expected_row,expected_row_available_fraction,expected_row_available_mass,expected_row_candidate_eligible,expected_row_contradiction,expected_row_critical_contradiction,expected_row_exact_eligible,expected_row_rank,expected_row_strength,expected_row_support,expected_row_supporting_regions,maximum_strength,observation_id,prototype_collision_class,rejection_reason,winner_action,winner_margin,winner_row
A,exact_row_accepted,"[""tank=0|target=none|cooldown=0""]","[""STAY""]","[""tank=0|target=none|cooldown=0""]",0.0,STAY,tank=0|target=none|cooldown=0,1.0,103.0,True,0.0,0.0,True,1,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=0|target=none|cooldown=0:00,unique_visual_row,,STAY,0.0,tank=0|target=none|cooldown=0
A,exact_row_accepted,"[""tank=0|target=none|cooldown=0""]","[""RIGHT""]","[""tank=0|target=3|cooldown=1""]",0.0,RIGHT,tank=0|target=3|cooldown=1,1.0,100.0,True,0.0,0.0,False,8,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=0|target=3|cooldown=1:00,unique_visual_row,,STAY,,tank=0|target=none|cooldown=0
A,exact_row_accepted,"[""tank=1|target=none|cooldown=0""]","[""LEFT""]","[""tank=1|target=0|cooldown=0""]",0.0,LEFT,tank=1|target=0|cooldown=0,1.0,100.0,True,0.0,0.0,False,3,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=1|target=0|cooldown=0:00,unique_visual_row,,STAY,,tank=1|target=none|cooldown=0
A,exact_row_accepted,"[""tank=1|target=none|cooldown=0""]","[""RIGHT""]","[""tank=1|target=4|cooldown=1""]",0.0,RIGHT,tank=1|target=4|cooldown=1,1.0,100.0,True,0.0,0.0,False,10,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=1|target=4|cooldown=1:00,unique_visual_row,,STAY,,tank=1|target=none|cooldown=0
A,exact_row_accepted,"[""tank=2|target=none|cooldown=0""]","[""LEFT""]","[""tank=2|target=1|cooldown=0""]",0.0,LEFT,tank=2|target=1|cooldown=0,1.0,100.0,True,0.0,0.0,False,3,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=2|target=1|cooldown=0:00,unique_visual_row,,STAY,,tank=2|target=none|cooldown=0
A,exact_row_accepted,"[""tank=2|target=none|cooldown=0""]","[""RIGHT""]","[""tank=2|target=5|cooldown=1""]",0.0,RIGHT,tank=2|target=5|cooldown=1,1.0,100.0,True,0.0,0.0,False,12,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=2|target=5|cooldown=1:00,unique_visual_row,,STAY,,tank=2|target=none|cooldown=0
A,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""LEFT""]","[""tank=3|target=2|cooldown=0""]",0.0,LEFT,tank=3|target=2|cooldown=0,1.0,100.0,True,0.0,0.0,False,5,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=2|cooldown=0:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
A,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""FIRE""]","[""tank=3|target=3|cooldown=0""]",0.0,FIRE,tank=3|target=3|cooldown=0,1.0,100.0,True,0.0,0.0,False,7,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=3|cooldown=0:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
A,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""RIGHT""]","[""tank=3|target=6|cooldown=1""]",0.0,RIGHT,tank=3|target=6|cooldown=1,1.0,100.0,True,0.0,0.0,False,6,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=6|cooldown=1:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
A,exact_row_accepted,"[""tank=4|target=none|cooldown=0""]","[""LEFT""]","[""tank=4|target=3|cooldown=0""]",0.0,LEFT,tank=4|target=3|cooldown=0,1.0,100.0,True,0.0,0.0,False,7,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=4|target=3|cooldown=0:00,unique_visual_row,,STAY,,tank=4|target=none|cooldown=0
A,exact_row_accepted,"[""tank=5|target=none|cooldown=0""]","[""STAY""]","[""tank=5|target=none|cooldown=1""]",0.0,STAY,tank=5|target=none|cooldown=1,1.0,103.0,True,0.0,0.0,False,2,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=5|target=none|cooldown=1:00,unique_visual_row,,STAY,,tank=5|target=none|cooldown=0
A,exact_row_accepted,"[""tank=6|target=none|cooldown=0""]","[""STAY""]","[""tank=6|target=6|cooldown=1""]",0.0,STAY,tank=6|target=6|cooldown=1,1.0,101.0,True,0.0,0.0,False,8,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=6|target=6|cooldown=1:00,unique_visual_row,,STAY,,tank=6|target=none|cooldown=0
B,exact_row_accepted,"[""tank=0|target=none|cooldown=0""]","[""STAY""]","[""tank=0|target=none|cooldown=0""]",0.0,STAY,tank=0|target=none|cooldown=0,1.0,103.0,True,0.0,0.0,True,1,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=0|target=none|cooldown=0:00,unique_visual_row,,STAY,0.0,tank=0|target=none|cooldown=0
B,exact_row_accepted,"[""tank=0|target=none|cooldown=0""]","[""RIGHT""]","[""tank=0|target=3|cooldown=1""]",0.0,RIGHT,tank=0|target=3|cooldown=1,1.0,100.0,True,0.0,0.0,False,8,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=0|target=3|cooldown=1:00,unique_visual_row,,STAY,,tank=0|target=none|cooldown=0
B,exact_row_accepted,"[""tank=1|target=none|cooldown=0""]","[""LEFT""]","[""tank=1|target=0|cooldown=0""]",0.0,LEFT,tank=1|target=0|cooldown=0,1.0,100.0,True,0.0,0.0,False,3,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=1|target=0|cooldown=0:00,unique_visual_row,,STAY,,tank=1|target=none|cooldown=0
B,exact_row_accepted,"[""tank=1|target=none|cooldown=0""]","[""RIGHT""]","[""tank=1|target=4|cooldown=1""]",0.0,RIGHT,tank=1|target=4|cooldown=1,1.0,100.0,True,0.0,0.0,False,10,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=1|target=4|cooldown=1:00,unique_visual_row,,STAY,,tank=1|target=none|cooldown=0
B,exact_row_accepted,"[""tank=2|target=none|cooldown=0""]","[""LEFT""]","[""tank=2|target=1|cooldown=0""]",0.0,LEFT,tank=2|target=1|cooldown=0,1.0,100.0,True,0.0,0.0,False,3,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=2|target=1|cooldown=0:00,unique_visual_row,,STAY,,tank=2|target=none|cooldown=0
B,exact_row_accepted,"[""tank=2|target=none|cooldown=0""]","[""RIGHT""]","[""tank=2|target=5|cooldown=1""]",0.0,RIGHT,tank=2|target=5|cooldown=1,1.0,100.0,True,0.0,0.0,False,12,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=2|target=5|cooldown=1:00,unique_visual_row,,STAY,,tank=2|target=none|cooldown=0
B,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""LEFT""]","[""tank=3|target=2|cooldown=0""]",0.0,LEFT,tank=3|target=2|cooldown=0,1.0,100.0,True,0.0,0.0,False,5,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=2|cooldown=0:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
B,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""FIRE""]","[""tank=3|target=3|cooldown=0""]",0.0,FIRE,tank=3|target=3|cooldown=0,1.0,100.0,True,0.0,0.0,False,7,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=3|cooldown=0:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
B,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""RIGHT""]","[""tank=3|target=6|cooldown=1""]",0.0,RIGHT,tank=3|target=6|cooldown=1,1.0,100.0,True,0.0,0.0,False,6,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=6|cooldown=1:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
B,exact_row_accepted,"[""tank=4|target=none|cooldown=0""]","[""LEFT""]","[""tank=4|target=3|cooldown=0""]",0.0,LEFT,tank=4|target=3|cooldown=0,1.0,100.0,True,0.0,0.0,False,7,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=4|target=3|cooldown=0:00,unique_visual_row,,STAY,,tank=4|target=none|cooldown=0
B,exact_row_accepted,"[""tank=5|target=none|cooldown=0""]","[""STAY""]","[""tank=5|target=none|cooldown=1""]",0.0,STAY,tank=5|target=none|cooldown=1,1.0,103.0,True,0.0,0.0,False,2,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=5|target=none|cooldown=1:00,unique_visual_row,,STAY,,tank=5|target=none|cooldown=0
B,exact_row_accepted,"[""tank=6|target=none|cooldown=0""]","[""STAY""]","[""tank=6|target=6|cooldown=1""]",0.0,STAY,tank=6|target=6|cooldown=1,1.0,101.0,True,0.0,0.0,False,8,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=6|target=6|cooldown=1:00,unique_visual_row,,STAY,,tank=6|target=none|cooldown=0
C,exact_row_accepted,"[""tank=0|target=none|cooldown=0""]","[""STAY""]","[""tank=0|target=none|cooldown=0""]",0.0,STAY,tank=0|target=none|cooldown=0,1.0,103.0,True,0.0,0.0,True,1,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=0|target=none|cooldown=0:00,unique_visual_row,,STAY,0.0,tank=0|target=none|cooldown=0
C,exact_row_accepted,"[""tank=0|target=none|cooldown=0""]","[""RIGHT""]","[""tank=0|target=3|cooldown=1""]",0.0,RIGHT,tank=0|target=3|cooldown=1,1.0,100.0,True,0.0,0.0,False,8,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=0|target=3|cooldown=1:00,unique_visual_row,,STAY,,tank=0|target=none|cooldown=0
C,exact_row_accepted,"[""tank=1|target=none|cooldown=0""]","[""LEFT""]","[""tank=1|target=0|cooldown=0""]",0.0,LEFT,tank=1|target=0|cooldown=0,1.0,100.0,True,0.0,0.0,False,3,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=1|target=0|cooldown=0:00,unique_visual_row,,STAY,,tank=1|target=none|cooldown=0
C,exact_row_accepted,"[""tank=1|target=none|cooldown=0""]","[""RIGHT""]","[""tank=1|target=4|cooldown=1""]",0.0,RIGHT,tank=1|target=4|cooldown=1,1.0,100.0,True,0.0,0.0,False,10,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=1|target=4|cooldown=1:00,unique_visual_row,,STAY,,tank=1|target=none|cooldown=0
C,exact_row_accepted,"[""tank=2|target=none|cooldown=0""]","[""LEFT""]","[""tank=2|target=1|cooldown=0""]",0.0,LEFT,tank=2|target=1|cooldown=0,1.0,100.0,True,0.0,0.0,False,3,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=2|target=1|cooldown=0:00,unique_visual_row,,STAY,,tank=2|target=none|cooldown=0
C,exact_row_accepted,"[""tank=2|target=none|cooldown=0""]","[""RIGHT""]","[""tank=2|target=5|cooldown=1""]",0.0,RIGHT,tank=2|target=5|cooldown=1,1.0,100.0,True,0.0,0.0,False,12,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=2|target=5|cooldown=1:00,unique_visual_row,,STAY,,tank=2|target=none|cooldown=0
C,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""LEFT""]","[""tank=3|target=2|cooldown=0""]",0.0,LEFT,tank=3|target=2|cooldown=0,1.0,100.0,True,0.0,0.0,False,5,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=2|cooldown=0:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
C,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""FIRE""]","[""tank=3|target=3|cooldown=0""]",0.0,FIRE,tank=3|target=3|cooldown=0,1.0,100.0,True,0.0,0.0,False,7,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=3|cooldown=0:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
C,exact_row_accepted,"[""tank=3|target=none|cooldown=0""]","[""RIGHT""]","[""tank=3|target=6|cooldown=1""]",0.0,RIGHT,tank=3|target=6|cooldown=1,1.0,100.0,True,0.0,0.0,False,6,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=3|target=6|cooldown=1:00,unique_visual_row,,STAY,,tank=3|target=none|cooldown=0
C,exact_row_accepted,"[""tank=4|target=none|cooldown=0""]","[""LEFT""]","[""tank=4|target=3|cooldown=0""]",0.0,LEFT,tank=4|target=3|cooldown=0,1.0,100.0,True,0.0,0.0,False,7,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=4|target=3|cooldown=0:00,unique_visual_row,,STAY,,tank=4|target=none|cooldown=0
C,exact_row_accepted,"[""tank=5|target=none|cooldown=0""]","[""STAY""]","[""tank=5|target=none|cooldown=1""]",0.0,STAY,tank=5|target=none|cooldown=1,1.0,103.0,True,0.0,0.0,False,2,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=5|target=none|cooldown=1:00,unique_visual_row,,STAY,,tank=5|target=none|cooldown=0
C,exact_row_accepted,"[""tank=6|target=none|cooldown=0""]","[""STAY""]","[""tank=6|target=6|cooldown=1""]",0.0,STAY,tank=6|target=6|cooldown=1,1.0,101.0,True,0.0,0.0,False,8,0.0,0.0,0,0.0,v2:architecture_selection_benign:selection_exact:tank=6|target=6|cooldown=1:00,unique_visual_row,,STAY,,tank=6|target=none|cooldown=0
