action_id,reachable_row_count,reachable_row_ids,source_row_id,status
RIGHT,4,"[""tank=2|target=3|cooldown=0"", ""tank=3|target=3|cooldown=0"", ""tank=3|target=3|cooldown=1"", ""tank=4|target=3|cooldown=0""]",tank=3|target=3|cooldown=1,known_reachable_set
STAY,4,"[""tank=2|target=3|cooldown=0"", ""tank=3|target=3|cooldown=0"", ""tank=3|target=3|cooldown=1"", ""tank=4|target=3|cooldown=0""]",tank=3|target=3|cooldown=1,known_reachable_set
FIRE,4,"[""tank=2|target=3|cooldown=0"", ""tank=3|target=3|cooldown=0"", ""tank=3|target=3|cooldown=1"", ""tank=4|target=3|cooldown=0""]",tank=3|target=3|cooldown=1,known_reachable_set
LEFT,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=0,known_reachable_set
STAY,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=0,known_reachable_set
FIRE,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=0,known_reachable_set
LEFT,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=1,known_reachable_set
STAY,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=1,known_reachable_set
FIRE,4,"[""tank=2|target=4|cooldown=0"", ""tank=3|target=4|cooldown=0"", ""tank=3|target=4|cooldown=1"", ""tank=4|target=4|cooldown=0""]",tank=3|target=4|cooldown=1,known_reachable_set
LEFT,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=0,known_reachable_set
STAY,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=0,known_reachable_set
FIRE,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=0,known_reachable_set
LEFT,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=1,known_reachable_set
STAY,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=1,known_reachable_set
FIRE,4,"[""tank=2|target=5|cooldown=0"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]",tank=3|target=5|cooldown=1,known_reachable_set
LEFT,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=0,known_reachable_set
STAY,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=0,known_reachable_set
FIRE,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=0,known_reachable_set
LEFT,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=1,known_reachable_set
STAY,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=1,known_reachable_set
FIRE,4,"[""tank=2|target=6|cooldown=0"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]",tank=3|target=6|cooldown=1,known_reachable_set
LEFT,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=0,known_reachable_set
STAY,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=0,known_reachable_set
FIRE,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=0,known_reachable_set
LEFT,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=1,known_reachable_set
STAY,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=1,known_reachable_set
FIRE,4,"[""tank=2|target=none|cooldown=0"", ""tank=3|target=none|cooldown=0"", ""tank=3|target=none|cooldown=1"", ""tank=4|target=none|cooldown=0""]",tank=3|target=none|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=0|cooldown=0"", ""tank=4|target=0|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=5|target=0|cooldown=0""]",tank=4|target=0|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=1|cooldown=0"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]",tank=4|target=1|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=2|cooldown=0"", ""tank=4|target=2|cooldown=0"", ""tank=4|target=2|cooldown=1"", ""tank=5|target=2|cooldown=0""]",tank=4|target=2|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=3|cooldown=0"", ""tank=4|target=3|cooldown=0"", ""tank=4|target=3|cooldown=1"", ""tank=5|target=3|cooldown=0""]",tank=4|target=3|cooldown=1,known_reachable_set
LEFT,11,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=2|cooldown=1"", ""tank=4|target=3|cooldown=1"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=0,known_reachable_set
RIGHT,11,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=2|cooldown=1"", ""tank=4|target=3|cooldown=1"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=0,known_reachable_set
STAY,11,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=2|cooldown=1"", ""tank=4|target=3|cooldown=1"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=0,known_reachable_set
FIRE,11,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=0|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=2|cooldown=1"", ""tank=4|target=3|cooldown=1"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=4|cooldown=0"", ""tank=4|target=4|cooldown=0"", ""tank=4|target=4|cooldown=1"", ""tank=5|target=4|cooldown=0""]",tank=4|target=4|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=5|cooldown=0"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]",tank=4|target=5|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=6|cooldown=0"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]",tank=4|target=6|cooldown=1,known_reachable_set
LEFT,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=0,known_reachable_set
STAY,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=0,known_reachable_set
FIRE,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=0,known_reachable_set
LEFT,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=1,known_reachable_set
STAY,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=1,known_reachable_set
FIRE,4,"[""tank=3|target=none|cooldown=0"", ""tank=4|target=none|cooldown=0"", ""tank=4|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0""]",tank=4|target=none|cooldown=1,known_reachable_set
LEFT,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=0,known_reachable_set
STAY,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=0,known_reachable_set
FIRE,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=0,known_reachable_set
LEFT,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=1,known_reachable_set
RIGHT,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=1,known_reachable_set
STAY,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=1,known_reachable_set
FIRE,4,"[""tank=4|target=0|cooldown=0"", ""tank=5|target=0|cooldown=0"", ""tank=5|target=0|cooldown=1"", ""tank=6|target=0|cooldown=0""]",tank=5|target=0|cooldown=1,known_reachable_set
LEFT,4,"[""tank=4|target=1|cooldown=0"", ""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0""]",tank=5|target=1|cooldown=0,known_reachable_set
RIGHT,4,"[""tank=4|target=1|cooldown=0"", ""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0""]",tank=5|target=1|cooldown=0,known_reachable_set
STAY,4,"[""tank=4|target=1|cooldown=0"", ""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0""]",tank=5|target=1|cooldown=0,known_reachable_set
