V2_accepted,V2_correct,V2_predicted_action,V2_predicted_row,V2_rejection_reason,V3_accepted,V3_correct,V3_predicted_action,V3_predicted_row,V3_rejection_reason,clip_id,expected_action,expected_row,frame_id,paired_outcome_category,temporal_classification
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:7a2bd19d3adb88afbfe95aacd187d46051bd81c6e695e40285a10923200b1715,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:7a33f7d10bbbf8c1ac1c7e4d284b677186617f8cd0474f5d4c20d8f6ebdcc596,rejected_by_both,critical_evidence_removed
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,LEFT,tank=5|target=1|cooldown=0,sha256:7e59e50435504b74d93afa3ad6d175510d5fbcdba43514d0c20fbb8ec72c6b96,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:7ff4c64c0aec41c399754a0e1a5ab76bfde1dc48de9b113240908612a044c877,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:80fdf290a2dfa3e4fd0b325f1823a264a6175651b66b7ed4a9a70ee7fe6f024d,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,RIGHT,tank=5|target=6|cooldown=0,sha256:8101620c9a9af7c5d99be6cbcf430f9eaa97e912a89865052d5ec49010f5cf0c,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=4|target=5|cooldown=0,sha256:847a2e302453ff8d353b64f63c2c95e2267cc132b8998d8429d9a47c6b26e5ed,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:860053533161f1e5a6c6b1a1f0d03c8c84b19ff2afa0505d8c5665dadd0c0765,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:87065def82f931d61161de204acef4a4677c9164864f5d8df38d89b2ead62e9c,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:87f0aa2957147085779b0519ea4f25fa5818c654480c8a8cb0d47e385de71327,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:88de8f40522e2aa3e83f804bfa1e85f58c33c304ebddb8c2762552d6029ec7ea,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:88f5dbfd278714fd3e58aee1d60a3acfb587d2efd25efd754cb7ae316ecac7d6,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:89452e708823a44dbaea61767c006a9306118e19d0600efef688ac080fdc8ca5,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:89952b5d1c80f6f8b3d17721f80c26493bd75683261846a1071f0e2613e0aced,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:8c91a2c48054a10c6e8cddafac32f0a223d07e09398b28bd7c5a3273700df301,rejected_by_both,critical_evidence_removed
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,RIGHT,tank=1|target=5|cooldown=1,sha256:8e6eb63cb82c35255ecb2ed31f90576669e1c7269499ac7254a9761c5cf911ad,rejected_by_both,benign_occlusion
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,LEFT,tank=4|target=1|cooldown=0,sha256:94daac0e3093d1369da4c2ccb922e3a1d70f4ebd08b14e0fd8760b4b81d2ccf9,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:96f913f60eb01528ea830270616c8c5c97603d5d4ba8f3b3de77beab6990872e,rejected_by_both,stale_repeated_pixels
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,RIGHT,tank=0|target=6|cooldown=1,sha256:9710e1a16407575cf6308d50d01879bc0aa9ccfa7dd010dfec58b0083f345742,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,LEFT,tank=2|target=0|cooldown=0,sha256:97a349e9473a360014d3d7fe81bd7b839291f51d6b69a9f264c7c08d5a59cd72,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,RIGHT,tank=1|target=6|cooldown=0,sha256:9b008f6760167395b1b16b158a5b83bd9f1e864d19cd4241a054f53e71d03e95,rejected_by_both,benign_shift
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,RIGHT,tank=3|target=6|cooldown=0,sha256:9c87d5d31c447721cedc7ca7fc7d79eef0cb795dafca9afb68b78e7136f6e7b1,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:9cf7c95f21289166c3a0bd97bcb3a61509aa021ccd597c6ca280f16d1a20f402,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:a0ab9d7ff3edd2f6db624cb7700d50ea21c4c21a43d81fafeb17b251f11dfe33,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:a321d914b0370f7078f7bc454aa85e1e40ceb2366dfdc2ec827aceea71ad5bc9,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:a52db1281e9db31b038e51c2fe1ebe0a330c0932b54af9e0c64a20a7e53f17b1,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:a9487e17b767fd7885958437b3a7608c67ad821c0a7e8f5e3bfd41b5eeed473f,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=1|target=6|cooldown=0,sha256:ac3f43dd524e2a31397e316056c38b79e1a8a45a8cba5356714383ee45b083e6,rejected_by_both,benign_exact
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,RIGHT,tank=4|target=5|cooldown=0,sha256:ac7f9effcdae355f53037b90b3de8b9315210fa05161db51541789f8eb8d0d20,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-occlusion,RIGHT,tank=5|target=6|cooldown=0,sha256:ad3459c73cc11a60102a496d01ff4fc17f36352b23c83089e92feda68cce9918,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:ae5ac82493d36e857073cfb27bbf57ac29d081cb508581c633ca55882e192f85,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:af3ba48baaa6603db6f6e5f9333ae8efe8eaa3aa7967564cee85a9598b1d7001,rejected_by_both,critical_evidence_removed
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,LEFT,tank=6|target=1|cooldown=1,sha256:af5297a199692747e1ada9eb64130a231822b6df2d7bceac77dac14f46f4bea0,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:b08c0a69d26f91edf0513d6f56be5181f97de6f94c930ddf34814e5f018fd9a4,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:b2a0db4c5f1d7a38e133981acf8ad0654600edee236deccc9bd58a7b5f983554,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,LEFT,tank=1|target=0|cooldown=0,sha256:b4dc697448f639cc34041afbebaf1a7454f5fe70ca60f7367f4eb13d9b81daeb,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=4|target=1|cooldown=0,sha256:b70f4e090dddf6f7648d4058ecf75c2e6402086caf49757d81b27d4de852264e,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:b7296c67243f6474c428dedf310277100357457438e0370706f4bfcc0cf13f1b,rejected_by_both,critical_evidence_removed
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,FIRE,tank=5|target=5|cooldown=0,sha256:c125fc1cd258afb8560a6614514edb336b381ee083c99682602e17b1b1d51d0c,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,RIGHT,tank=0|target=6|cooldown=1,sha256:c1a843f5c5b031687ffa3bcef33d3bf0003cd3f89816458e03c09b7fdfb9bcb2,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:c512abd50017bffa2f2b23744203e704579e450d38ab49baa67ecd1224ef1703,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=1|target=5|cooldown=1,sha256:c5bd7265075430fca460b5aab5f95a0355fc4848ccc052db4ceb04f8dfb1b248,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:c749cfcc6ed55ef0e2e51cd51c7f43eb9a6b9a5f4f7f9a38182cb9d2e8dab221,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:cafe8549f8dacb3d08980b3c140d450cfb3fb4e216f0455f97c8c0b45fbccd27,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:cfd623bf66798414f33384380438cde1536e14288f0b2afae3712b303ac689ad,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,FIRE,tank=5|target=5|cooldown=0,sha256:d1bac44f2fb1a51349a87c961c916a7f84bcc928528c1939e7d05a6dff874fec,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,FIRE,tank=1|target=1|cooldown=0,sha256:d2941567a43470c6175d4b5f2dc415cbd26b024f916407b541eae24c6e2cc02a,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=6|target=1|cooldown=1,sha256:d41408f84dc4f84f6cf12c9ff3d95ca715ee5bfd4d5feb7f60d0fd21082c1348,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:d75cc3f52eff414f84c467c01eafcb5d487fa3e6e1d2329e2faf67ad07927882,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,RIGHT,tank=3|target=6|cooldown=0,sha256:d7dec5db163d6dabc530f5c0af35c24cba61ef93582bc17c47f03da50a6f4735,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:d8163ed2e42727128f5de5cdf1e5b975cc4589612aac135f5c7b79ae01e052f4,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:d8c8424fd614e2760420913aa1a16b10bd8261db1cc996b53e2e34afd23c969e,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:dc834e04808164c363dba6e797c3f7a96c27218096c9fa8311c4f23db3221413,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:df0e8eec694bf257a96c317954cd663486c1322852b6ef1639206bd4c1db1333,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=2|target=0|cooldown=0,sha256:e0fb5f47cb9e414a3c5685c1ba6abf2b2585ab1980ca4449945caadaf128bf0c,rejected_by_both,benign_shift
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,RIGHT,tank=3|target=5|cooldown=0,sha256:e20f0c3b43fbda02dff1f55048556d0b37119353d0df0a4a304d23bb43cd39c6,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=3|target=6|cooldown=0,sha256:e401918d91dff03d7b0004eda540cd8c93978b55fc2d0f09dd1de4e1295faf41,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=1|target=0|cooldown=0,sha256:e44cada1af6a86b7a0a29624c7e4ffe1c6f2c680b7ab2b257e2416b61fa71bd9,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,FIRE,tank=6|target=6|cooldown=0,sha256:e849cd4a4b35fd9c9114bc6e53c88f7587ba2f68e0ed0d49930d1b0ddd2631e1,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:eddda343527ee449606d569e9152375a3358a52bb1535ad136de3be249ca1e97,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,FIRE,tank=0|target=0|cooldown=0,sha256:ee5a84bf9616c170b01bc71f49c9b98855977077e0d22a327e357657d66e51e9,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:ee82a191bb176da85a3d68b8fd91df13fd878a04df97ef774cc4b6718d1e97ff,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:f04314bd3e42a0795705c277c3ce203a7163a76503ec72a410509918aa08a49e,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:f2b9b2fc9156a58715054a7b1b09a9671b343ec05d4ba5b15339c0c1ff52a0a6,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=2|target=6|cooldown=0,sha256:f7ae089e62d9518fcefeec278d39eadbb98cadc4f91360f74440630f5dd9dafc,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:f96ada9f3bd149f6b9d9a4a78ff94033155c49088d1fddcb6acef3369b630f36,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=2|target=1|cooldown=0,sha256:ffba04c3e8da7fbdd8742dcc73231d2c73e2239e15e0b16df64775cd390f9d52,rejected_by_both,benign_shift
